region_id	field_num	field_value
LK-8136150	0	1728.0
LK-8136150	1	488.0
LK-8136150	2	1163.0
LK-8136150	3	11.0
LK-8136150	4	52.0
LK-8136150	5	13.0
LK-8136150	6	1.0
LK-5321035	0	1094.0
LK-5321035	1	1084.0
LK-5321035	2	2.0
LK-5321035	3	0.0
LK-5321035	4	1.0
LK-5321035	5	7.0
LK-5321035	6	0.0
LK-5321030	0	1334.0
LK-5321030	1	1332.0
LK-5321030	2	0.0
LK-5321030	3	2.0
LK-5321030	4	0.0
LK-5321030	5	0.0
LK-5321030	6	0.0
LK-1136335	0	1300.0
LK-1136335	1	1255.0
LK-1136335	2	0.0
LK-1136335	3	9.0
LK-1136335	4	12.0
LK-1136335	5	24.0
LK-1136335	6	0.0
LK-8136155	0	1163.0
LK-8136155	1	65.0
LK-8136155	2	1052.0
LK-8136155	3	0.0
LK-8136155	4	36.0
LK-8136155	5	4.0
LK-8136155	6	6.0
LK-1136330	0	1604.0
LK-1136330	1	1520.0
LK-1136330	2	0.0
LK-1136330	3	27.0
LK-1136330	4	35.0
LK-1136330	5	22.0
LK-1136330	6	0.0
LK-2309010	0	259.0
LK-2309010	1	259.0
LK-2309010	2	0.0
LK-2309010	3	0.0
LK-2309010	4	0.0
LK-2309010	5	0.0
LK-2309010	6	0.0
LK-2136295	0	949.0
LK-2136295	1	929.0
LK-2136295	2	4.0
LK-2136295	3	3.0
LK-2136295	4	5.0
LK-2136295	5	8.0
LK-2136295	6	0.0
LK-2309015	0	365.0
LK-2309015	1	365.0
LK-2309015	2	0.0
LK-2309015	3	0.0
LK-2309015	4	0.0
LK-2309015	5	0.0
LK-2309015	6	0.0
LK-2136290	0	1358.0
LK-2136290	1	1339.0
LK-2136290	2	3.0
LK-2136290	3	1.0
LK-2136290	4	14.0
LK-2136290	5	1.0
LK-2136290	6	0.0
LK-6160035	0	486.0
LK-6160035	1	480.0
LK-6160035	2	0.0
LK-6160035	3	0.0
LK-6160035	4	2.0
LK-6160035	5	4.0
LK-6160035	6	0.0
LK-6130240	0	621.0
LK-6130240	1	618.0
LK-6130240	2	1.0
LK-6130240	3	1.0
LK-6130240	4	0.0
LK-6130240	5	1.0
LK-6130240	6	0.0
LK-6160030	0	1139.0
LK-6160030	1	1081.0
LK-6160030	2	14.0
LK-6160030	3	0.0
LK-6160030	4	34.0
LK-6160030	5	10.0
LK-6160030	6	0.0
LK-6130245	0	656.0
LK-6130245	1	653.0
LK-6130245	2	0.0
LK-6130245	3	2.0
LK-6130245	4	1.0
LK-6130245	5	0.0
LK-6130245	6	0.0
LK-3227005	0	932.0
LK-3227005	1	932.0
LK-3227005	2	0.0
LK-3227005	3	0.0
LK-3227005	4	0.0
LK-3227005	5	0.0
LK-3227005	6	0.0
LK-5115020	0	3292.0
LK-5115020	1	2.0
LK-5115020	2	5.0
LK-5115020	3	3285.0
LK-5115020	4	0.0
LK-5115020	5	0.0
LK-5115020	6	0.0
LK-3139210	0	2241.0
LK-3139210	1	2116.0
LK-3139210	2	11.0
LK-3139210	3	56.0
LK-3139210	4	32.0
LK-3139210	5	23.0
LK-3139210	6	3.0
LK-5133200	0	950.0
LK-5133200	1	145.0
LK-5133200	2	805.0
LK-5133200	3	0.0
LK-5133200	4	0.0
LK-5133200	5	0.0
LK-5133200	6	0.0
LK-9148130	0	2726.0
LK-9148130	1	2723.0
LK-9148130	2	1.0
LK-9148130	3	0.0
LK-9148130	4	2.0
LK-9148130	5	0.0
LK-9148130	6	0.0
LK-3139215	0	409.0
LK-3139215	1	385.0
LK-3139215	2	1.0
LK-3139215	3	18.0
LK-3139215	4	3.0
LK-3139215	5	0.0
LK-3139215	6	2.0
LK-1209185	0	810.0
LK-1209185	1	796.0
LK-1209185	2	0.0
LK-1209185	3	0.0
LK-1209185	4	9.0
LK-1209185	5	5.0
LK-1209185	6	0.0
LK-1209180	0	987.0
LK-1209180	1	955.0
LK-1209180	2	5.0
LK-1209180	3	0.0
LK-1209180	4	23.0
LK-1209180	5	4.0
LK-1209180	6	0.0
LK-2233325	0	1204.0
LK-2233325	1	412.0
LK-2233325	2	42.0
LK-2233325	3	730.0
LK-2233325	4	15.0
LK-2233325	5	5.0
LK-2233325	6	0.0
LK-2233320	0	915.0
LK-2233320	1	470.0
LK-2233320	2	274.0
LK-2233320	3	126.0
LK-2233320	4	38.0
LK-2233320	5	7.0
LK-2233320	6	0.0
LK-6115055	0	631.0
LK-6115055	1	630.0
LK-6115055	2	0.0
LK-6115055	3	0.0
LK-6115055	4	0.0
LK-6115055	5	1.0
LK-6115055	6	0.0
LK-5224080	0	1438.0
LK-5224080	1	0.0
