id	dsd_id	name	province_id	district_id	centroid	population
LK-7127	LK-7127	Galenbindunuwewa	LK-7	LK-71	[8.266313424024991, 80.70699230647553]	46992.0
LK-7130	LK-7130	Mihinthale	LK-7	LK-71	[8.350028889262125, 80.54308898723416]	35293.0
LK-7133	LK-7133	Nuwaragam Palatha East	LK-7	LK-71	[8.307963310287509, 80.44760177644707]	69737.0
LK-7136	LK-7136	Nachchaduwa	LK-7	LK-71	[8.25243233547362, 80.42265623511597]	25377.0
LK-7139	LK-7139	Nochchiyagama	LK-7	LK-71	[8.33207071630547, 80.12477167292164]	49886.0
LK-7142	LK-7142	Rajanganaya	LK-7	LK-71	[8.18283930676797, 80.18419398169198]	33543.0
LK-7145	LK-7145	Thambuttegama	LK-7	LK-71	[8.155534351913028, 80.31630780260402]	42437.0
LK-7148	LK-7148	Thalawa	LK-7	LK-71	[8.184307305840191, 80.37724358026057]	57793.0
LK-7151	LK-7151	Thirappane	LK-7	LK-71	[8.204455216039252, 80.55687986629238]	27044.0
LK-7154	LK-7154	Kekirawa	LK-7	LK-71	[8.059796319830832, 80.62430751319111]	59241.0
LK-7157	LK-7157	Palugaswewa	LK-7	LK-71	[8.080050035835674, 80.71972879845377]	15582.0
LK-7160	LK-7160	Ipalogama	LK-7	LK-71	[8.085965076151505, 80.5078765668094]	38862.0
LK-7163	LK-7163	Galnewa	LK-7	LK-71	[8.019164788539856, 80.4499219991036]	34756.0
LK-7166	LK-7166	Palagala	LK-7	LK-71	[7.90617096533657, 80.53780135710588]	34002.0
LK-7203	LK-7203	Hingurakgoda	LK-7	LK-72	[8.105401662817547, 80.87185536029713]	64289.0
LK-7206	LK-7206	Medirigiriya	LK-7	LK-72	[8.184528198880919, 81.04036146268628]	65575.0
LK-7209	LK-7209	Lankapura	LK-7	LK-72	[8.05645485891818, 81.09527663478156]	36452.0
LK-7210	LK-7210	Welikanda	LK-7	LK-72	[8.041277131051936, 81.23452711113289]	33770.0
LK-7212	LK-7212	Dimbulagala	LK-7	LK-72	[7.7882593008027845, 81.12394457801966]	79661.0
LK-7215	LK-7215	Thamankaduwa	LK-7	LK-72	[7.873364631760371, 80.98791831553335]	82426.0
LK-7218	LK-7218	Elahera	LK-7	LK-72	[7.809039354053889, 80.84181551965581]	43915.0
LK-8103	LK-8103	Mahiyanganaya	LK-8	LK-81	[7.4385579582121775, 81.08319627387753]	75776.0
LK-8106	LK-8106	Rideemaliyadda	LK-8	LK-81	[7.273957517053054, 81.12871505581717]	51618.0
LK-8109	LK-8109	Meegahakivula	LK-8	LK-81	[7.125470637713854, 81.08322735070706]	19719.0
LK-8112	LK-8112	Kandaketiya	LK-8	LK-81	[7.130739366587742, 80.99407446149719]	23075.0
LK-8115	LK-8115	Soranathota	LK-8	LK-81	[7.045630369551493, 81.04952072576506]	22571.0
LK-8118	LK-8118	Passara	LK-8	LK-81	[6.965022544711356, 81.14793721285814]	48807.0
LK-8119	LK-8119	Lunugala	LK-8	LK-81	[7.038373414756802, 81.188134949729]	31381.0
LK-8121	LK-8121	Badulla	LK-8	LK-81	[6.986231481729641, 81.08885730494634]	75042.0
LK-8124	LK-8124	Hali-Ela	LK-8	LK-81	[6.945038083513189, 81.02013853012446]	90571.0
LK-8127	LK-8127	Uva Paranagama	LK-8	LK-81	[6.966606166655184, 80.91751236924418]	77998.0
LK-8130	LK-8130	Welimada	LK-8	LK-81	[6.859959727768893, 80.88094943891534]	100808.0
LK-8133	LK-8133	Bandarawela	LK-8	LK-81	[6.8297800993231705, 81.00646243327365]	65502.0
LK-8136	LK-8136	Ella	LK-8	LK-81	[6.867708608944541, 81.06647521385413]	45181.0
LK-8139	LK-8139	Haputale	LK-8	LK-81	[6.7921689535380025, 80.96282487348421]	49798.0
LK-8142	LK-8142	Haldummulla	LK-8	LK-81	[6.7009469759955484, 80.96446860105891]	37558.0
LK-8203	LK-8203	Bibile	LK-8	LK-82	[7.189262460487963, 81.29691584848965]	40329.0
LK-8206	LK-8206	Madulla	LK-8	LK-82	[7.15937192424473, 81.42989563803803]	31238.0
LK-8209	LK-8209	Medagama	LK-8	LK-82	[7.052619741880013, 81.29258969047387]	35881.0
LK-8212	LK-8212	Siyambalanduwa	LK-8	LK-82	[6.850996823017482, 81.52667370538683]	54040.0
LK-8215	LK-8215	Moneragala	LK-8	LK-82	[6.831522457666716, 81.35555544947768]	49520.0
LK-8218	LK-8218	Badalkumbura	LK-8	LK-82	[6.869996550846041, 81.21691805319345]	40103.0
LK-8221	LK-8221	Wellawaya	LK-8	LK-82	[6.612795340546717, 81.12341073918054]	60060.0
LK-8224	LK-8224	Buttala	LK-8	LK-82	[6.655175160890625, 81.29473237763324]	53084.0
LK-8227	LK-8227	Katharagama	LK-8	LK-82	[6.49792353881963, 81.41112538437491]	18220.0
LK-8230	LK-8230	Thanamalvila	LK-8	LK-82	[6.49399458851968, 81.01371678214299]	26683.0
LK-8233	LK-8233	Sevanagala	LK-8	LK-82	[6.378145241811969, 80.93366508565329]	41900.0
LK-9103	LK-9103	Eheliyagoda	LK-9	LK-91	[6.839063220886455, 80.24399414461833]	88022.0
LK-9106	LK-9106	Kuruvita	LK-9	LK-91	[6.792730332763104, 80.36850235358547]	75104.0
LK-9109	LK-9109	Kiriella	LK-9	LK-91	[6.76134603747839, 80.26564577051771]	35972.0
LK-9112	LK-9112	Ratnapura	LK-9	LK-91	[6.730837371706536, 80.48440513337245]	120212.0
LK-9115	LK-9115	Imbulpe	LK-9	LK-91	[6.714690151507561, 80.73774205795125]	59477.0
LK-9118	LK-9118	Balangoda	LK-9	LK-91	[6.6294043898862824, 80.7679171820002]	81563.0
LK-9121	LK-9121	Opanayake	LK-9	LK-91	[6.612095639007367, 80.62642551008743]	26587.0
LK-9124	LK-9124	Pelmadulla	LK-9	LK-91	[6.635655550059723, 80.51008591322858]	89469.0
LK-9127	LK-9127	Elapatha	LK-9	LK-91	[6.662016829364127, 80.3534914518557]	37853.0
LK-9130	LK-9130	Ayagama	LK-9	LK-91	[6.652551525524142, 80.2902105491555]	30894.0
LK-9133	LK-9133	Kalawana	LK-9	LK-91	[6.464410974242056, 80.4522658183514]	51307.0
LK-9136	LK-9136	Nivithigala	LK-9	LK-91	[6.5706349137359155, 80.45753611018816]	60130.0
LK-9139	LK-9139	Kahawatta	LK-9	LK-91	[6.5281961925755105, 80.54565127223941]	43298.0
LK-9142	LK-9142	Godakawela	LK-9	LK-91	[6.499200407360325, 80.64157076561406]	76469.0
LK-9145	LK-9145	Weligepola	LK-9	LK-91	[6.542479839231119, 80.74366917370314]	30983.0
LK-9148	LK-9148	Embilipitiya	LK-9	LK-91	[6.354551248655857, 80.81471585539231]	134713.0
LK-9151	LK-9151	Kolonna	LK-9	LK-91	[6.389908612910484, 80.68158651585806]	45954.0
LK-9203	LK-9203	Rambukkana	LK-9	LK-92	[7.323122407673738, 80.38638819452846]	82769.0
LK-9206	LK-9206	Mawanella	LK-9	LK-92	[7.229890343554496, 80.473884151324]	111727.0
LK-9209	LK-9209	Aranayaka	LK-9	LK-92	[7.165298695939992, 80.44338191542458]	68464.0
LK-9212	LK-9212	Kegalle	LK-9	LK-92	[7.20864972417228, 80.368333264884]	90854.0
LK-9215	LK-9215	Galigamuwa	LK-9	LK-92	[7.21560640388045, 80.30540978612541]	74490.0
LK-9218	LK-9218	Warakapola	LK-9	LK-92	[7.203734095328255, 80.23171804277926]	113056.0
LK-9221	LK-9221	Ruwanwella	LK-9	LK-92	[7.063651710605725, 80.2187670617059]	63913.0
LK-9224	LK-9224	Bulathkohupitiya	LK-9	LK-92	[7.097348134020363, 80.35828595257867]	47095.0
LK-9227	LK-9227	Yatiyanthota	LK-9	LK-92	[7.028375953814019, 80.36952407246488]	61096.0
LK-9230	LK-9230	Dehiovita	LK-9	LK-92	[6.939027540876906, 80.2808952337354]	81315.0
LK-9233	LK-9233	Deraniyagala	LK-9	LK-92	[6.9068204351411415, 80.40220513748764]	45869.0
