id	lg_id	name	province_id	district_id	centroid	population
LG-81010	LG-81010	Hali-Ela PS	LK-8	LK-81	[6.945038, 81.020139]	90571
LG-81011	LG-81011	Uva Paranagama PS	LK-8	LK-81	[6.966606, 80.917512]	77998
LG-81012	LG-81012	Welimada PS	LK-8	LK-81	[6.85996, 80.880949]	100808
LG-81013	LG-81013	Bandarawela PS	LK-8	LK-81	[6.825607, 81.017726]	31340
LG-81014	LG-81014	Bandarawela MC	LK-8	LK-81	[6.839607, 80.985094]	36641
LG-81015	LG-81015	Ella PS	LK-8	LK-81	[6.86821, 81.067581]	42702
LG-81016	LG-81016	Haputale PS	LK-8	LK-81	[6.794407, 80.963578]	41205
LG-81017	LG-81017	Haputale UC	LK-8	LK-81	[6.781427, 80.959211]	8593
LG-81018	LG-81018	Haldummulla PS	LK-8	LK-81	[6.700947, 80.964469]	37558
LG-82001	LG-82001	Bibile PS	LK-8	LK-82	[7.189262, 81.296916]	40329
LG-82002	LG-82002	Madulla PS	LK-8	LK-82	[7.159372, 81.429896]	31238
LG-82003	LG-82003	Medagama PS	LK-8	LK-82	[7.05262, 81.29259]	35881
LG-82004	LG-82004	Siyambalanduwa PS	LK-8	LK-82	[6.850997, 81.526674]	54040
LG-82005	LG-82005	Moneragala PS	LK-8	LK-82	[6.831522, 81.355555]	49520
LG-82006	LG-82006	Badalkumbura PS	LK-8	LK-82	[6.869997, 81.216918]	40103
LG-82007	LG-82007	Wellawaya PS	LK-8	LK-82	[6.612795, 81.123411]	60060
LG-82008	LG-82008	Buttala PS	LK-8	LK-82	[6.655175, 81.294732]	53084
LG-82009	LG-82009	Katharagama PS	LK-8	LK-82	[6.497924, 81.411125]	18220
LG-82010	LG-82010	Thanamalvila PS	LK-8	LK-82	[6.467936, 80.99571]	68583
LG-91001	LG-91001	Eheliyagoda PS	LK-9	LK-91	[6.837496, 80.227538]	70839
LG-91002	LG-91002	Kuruvita PS	LK-9	LK-91	[6.785579, 80.33067]	128259
LG-91003	LG-91003	Ratnapura PS	LK-9	LK-91	[6.735635, 80.492557]	66801
LG-91004	LG-91004	Ratnapura MC	LK-9	LK-91	[6.688364, 80.412228]	53411
LG-91005	LG-91005	Imbulpe PS	LK-9	LK-91	[6.715205, 80.738024]	56260
LG-91006	LG-91006	Balangoda UC	LK-9	LK-91	[6.647493, 80.704647]	33938
LG-91007	LG-91007	Balangoda PS	LK-9	LK-91	[6.628206, 80.77288]	50842
LG-91008	LG-91008	Weligepola PS	LK-9	LK-91	[6.561401, 80.711803]	57570
LG-91009	LG-91009	Pelmadulla PS	LK-9	LK-91	[6.635656, 80.510086]	89469
LG-91010	LG-91010	Nivithigala PS	LK-9	LK-91	[6.60307, 80.420606]	97983
LG-91011	LG-91011	Ayagama PS	LK-9	LK-91	[6.652552, 80.290211]	30894
LG-91012	LG-91012	Kalawana PS	LK-9	LK-91	[6.464411, 80.452266]	51307
LG-91013	LG-91013	Kahawatta PS	LK-9	LK-91	[6.528196, 80.545651]	43298
LG-91014	LG-91014	Godakawela PS	LK-9	LK-91	[6.4992, 80.641571]	76469
LG-91015	LG-91015	Embilipitiya PS	LK-9	LK-91	[6.358671, 80.80727]	98001
LG-91016	LG-91016	Embilipitiya UC	LK-9	LK-91	[6.327833, 80.863005]	36712
LG-91017	LG-91017	Kolonna PS	LK-9	LK-91	[6.389909, 80.681586]	45954
LG-92001	LG-92001	Rambukkana PS	LK-9	LK-92	[7.323122, 80.386388]	82769
LG-92002	LG-92002	Mawanella PS	LK-9	LK-92	[7.22989, 80.473884]	111727
LG-92003	LG-92003	Aranayaka PS	LK-9	LK-92	[7.165242, 80.444047]	67679
LG-92004	LG-92004	Kegalle PS	LK-9	LK-92	[7.205008, 80.369917]	75646
LG-92005	LG-92005	Kegalle UC	LK-9	LK-92	[7.252415, 80.349587]	15993
LG-92006	LG-92006	Galigamuwa PS	LK-9	LK-92	[7.215606, 80.30541]	74490
LG-92007	LG-92007	Warakapola PS	LK-9	LK-92	[7.203734, 80.231718]	113056
LG-92008	LG-92008	Ruwanwella PS	LK-9	LK-92	[7.063652, 80.218767]	63913
LG-92009	LG-92009	Bulathkohupitiya PS	LK-9	LK-92	[7.097348, 80.358286]	47095
LG-92010	LG-92010	Yatiyanthota PS	LK-9	LK-92	[7.028376, 80.369524]	61096
LG-92011	LG-92011	Dehiovita PS	LK-9	LK-92	[6.939028, 80.280895]	81315
LG-92012	LG-92012	Deraniyagala PS	LK-9	LK-92	[6.90682, 80.402205]	45869
