id	moh_id	name	province_id	district_id	ed_id	centroid	population
MOH-22008	MOH-22008	LAGGALA-PALLEGAMA	LK-2	LK-22	EC-05	[7.570155299278659, 80.82261635429731]	9003
MOH-22009	MOH-22009	MATALE	LK-2	LK-22	EC-05	[7.551473194143057, 80.6334979737483]	53983
MOH-22010	MOH-22010	WILGAMUWA	LK-2	LK-22	EC-05	[7.609675226278796, 80.92866789820502]	27157
MOH-22011	MOH-22011	UKUWELA	LK-2	LK-22	EC-05	[7.429390391857965, 80.63920796726943]	52056
MOH-21001	MOH-21001	MENIKHINNA	LK-2	LK-21	EC-04	[7.321183131164176, 80.6977977578854]	64060
MOH-21002	MOH-21002	KUNDASALE	LK-2	LK-21	EC-04	[7.288347906421006, 80.72248516066176]	63010
MOH-21003	MOH-21003	KANDY FOUR GRAVETS & GANGAWATA KORALE	LK-2	LK-21	EC-04	[7.27274286564722, 80.63849400090308]	158561
MOH-21004	MOH-21004	PASBAGE KORALE	LK-2	LK-21	EC-04	[7.018276679648395, 80.53651314248765]	59917
MOH-21005	MOH-21005	UDUNUWARA	LK-2	LK-21	EC-04	[7.230844079674826, 80.5782393186461]	64345
MOH-21006	MOH-21006	BAMBARADENIYA	LK-2	LK-21	EC-04	[7.216104241459544, 80.54461481852427]	45868
MOH-21007	MOH-21007	UDAPALATHA	LK-2	LK-21	EC-04	[7.12880595147735, 80.59728172583715]	91716
MOH-21008	MOH-21008	DELTHOTA	LK-2	LK-21	EC-04	[7.182951734327169, 80.70045316188283]	30345
MOH-21009	MOH-21009	POOJAPITIYA	LK-2	LK-21	EC-04	[7.400489069061113, 80.56601184691162]	57914
MOH-21010	MOH-21010	HARISPATTUWA	LK-2	LK-21	EC-04	[7.32858089769714, 80.58758751768764]	88177
MOH-21011	MOH-21011	YATINUWARA	LK-2	LK-21	EC-04	[7.282447484726425, 80.53811383851323]	106027
MOH-21012	MOH-21012	GANGA IHALA KORALE	LK-2	LK-21	EC-04	[7.110976302034027, 80.51535614173973]	55254
MOH-21013	MOH-21013	DOLUWA	LK-2	LK-21	EC-04	[7.164169060632339, 80.64839399488356]	49842
MOH-21014	MOH-21014	THUMPANE	LK-2	LK-21	EC-04	[7.366956395676799, 80.51435323346733]	37444
MOH-21015	MOH-21015	HATHARALIYADDA	LK-2	LK-21	EC-04	[7.331514356120692, 80.48071886321453]	29986
MOH-21016	MOH-21016	PATHAHEWAHETA	LK-2	LK-21	EC-04	[7.229993970215326, 80.70690972254901]	58188
MOH-21017	MOH-21017	UDADUMBARA	LK-2	LK-21	EC-04	[7.3298389048160955, 80.87533602361772]	22505
MOH-21018	MOH-21018	AKURANA	LK-2	LK-21	EC-04	[7.390593760017449, 80.61877225543113]	63397
MOH-21019	MOH-21019	MEDADUMBARA	LK-2	LK-21	EC-04	[7.30253429101804, 80.79993497096396]	61726
MOH-21020	MOH-21020	PANVILA	LK-2	LK-21	EC-04	[7.409797392816989, 80.74069806760436]	26294
MOH-21021	MOH-21021	PATHADUMBARA	LK-2	LK-21	EC-04	[7.349092973851065, 80.66161150376941]	88725
MOH-21022	MOH-21022	MINIPE	LK-2	LK-21	EC-04	[7.346838391758865, 80.94992557539693]	51883
MOH-33001	MOH-33001	KATUWANA	LK-3	LK-33	EC-09	[6.263725510620802, 80.71572062976978]	46772
MOH-33002	MOH-33002	TANGALLE	LK-3	LK-33	EC-09	[6.071985482097625, 80.8261772822056]	72507
MOH-33003	MOH-33003	AMBALANTOTA	LK-3	LK-33	EC-09	[6.161052089483598, 80.96309175797592]	72943
MOH-33004	MOH-33004	WEERAKETIYA	LK-3	LK-33	EC-09	[6.172030318789996, 80.77200189490418]	41565
MOH-33005	MOH-33005	ANGUNUKOLAPELES	LK-3	LK-33	EC-09	[6.193917101216349, 80.85173243798039]	48301
MOH-33006	MOH-33006	BELIATTA	LK-3	LK-33	EC-09	[6.050375429587911, 80.72077310584461]	55992
MOH-33007	MOH-33007	OKEWELA	LK-3	LK-33	EC-09	[6.130162908460264, 80.69318169211358]	19018
MOH-33008	MOH-33008	WALASMULLA	LK-3	LK-33	EC-09	[6.199614627706828, 80.68175765863143]	42274
MOH-33009	MOH-33009	HAMBANTOTA	LK-3	LK-33	EC-09	[6.178747620461258, 81.08935687818655]	33116
MOH-33010	MOH-33010	TISSAMAHARAMA	LK-3	LK-33	EC-09	[6.400222852943649, 81.47804754445445]	33875
MOH-33011	MOH-33011	LUNUGAMVEHERA	LK-3	LK-33	EC-09	[6.333403740079697, 81.16231291565907]	31559
MOH-33012	MOH-33012	SOORIYAWEWA	LK-3	LK-33	EC-09	[6.2917376371798825, 81.01410563053035]	43102
