region_id	field_num	field_value
LK-8136150	0	1728.0
LK-8136150	1	816.0
LK-8136150	2	912.0
LK-5321035	0	1094.0
LK-5321035	1	560.0
LK-5321035	2	534.0
LK-5321030	0	1334.0
LK-5321030	1	675.0
LK-5321030	2	659.0
LK-1136335	0	1300.0
LK-1136335	1	629.0
LK-1136335	2	671.0
LK-8136155	0	1163.0
LK-8136155	1	556.0
LK-8136155	2	607.0
LK-1136330	0	1604.0
LK-1136330	1	754.0
LK-1136330	2	850.0
LK-2309010	0	259.0
LK-2309010	1	122.0
LK-2309010	2	137.0
LK-2136295	0	949.0
LK-2136295	1	468.0
LK-2136295	2	481.0
LK-2309015	0	365.0
LK-2309015	1	177.0
LK-2309015	2	188.0
LK-2136290	0	1358.0
LK-2136290	1	649.0
LK-2136290	2	709.0
LK-6160035	0	486.0
LK-6160035	1	234.0
LK-6160035	2	252.0
LK-6130240	0	621.0
LK-6130240	1	296.0
LK-6130240	2	325.0
LK-6160030	0	1139.0
LK-6160030	1	514.0
LK-6160030	2	625.0
LK-6130245	0	656.0
LK-6130245	1	312.0
LK-6130245	2	344.0
LK-3227005	0	932.0
LK-3227005	1	444.0
LK-3227005	2	488.0
LK-5115020	0	3292.0
LK-5115020	1	1624.0
LK-5115020	2	1668.0
LK-3139210	0	2241.0
LK-3139210	1	1073.0
LK-3139210	2	1168.0
LK-5133200	0	950.0
LK-5133200	1	439.0
LK-5133200	2	511.0
LK-9148130	0	2726.0
LK-9148130	1	1318.0
LK-9148130	2	1408.0
LK-3139215	0	409.0
LK-3139215	1	186.0
LK-3139215	2	223.0
LK-1209185	0	810.0
LK-1209185	1	403.0
LK-1209185	2	407.0
LK-1209180	0	987.0
LK-1209180	1	451.0
LK-1209180	2	536.0
LK-2233325	0	1204.0
LK-2233325	1	602.0
LK-2233325	2	602.0
LK-2233320	0	915.0
LK-2233320	1	419.0
LK-2233320	2	496.0
LK-6115055	0	631.0
LK-6115055	1	298.0
LK-6115055	2	333.0
LK-5224080	0	1438.0
LK-5224080	1	668.0
LK-5224080	2	770.0
LK-6115050	0	686.0
LK-6115050	1	319.0
LK-6115050	2	367.0
LK-7148160	0	1803.0
LK-7148160	1	846.0
LK-7148160	2	957.0
LK-6148130	0	603.0
LK-6148130	1	274.0
LK-6148130	2	329.0
LK-6148135	0	564.0
LK-6148135	1	268.0
LK-6148135	2	296.0
LK-4104005	0	611.0
LK-4104005	1	276.0
LK-4104005	2	335.0
LK-6109055	0	656.0
LK-6109055	1	333.0
LK-6109055	2	323.0
LK-3324065	0	1819.0
LK-3324065	1	878.0
LK-3324065	2	941.0
LK-8127040	0	510.0
LK-8127040	1	238.0
LK-8127040	2	272.0
LK-5136180	0	1125.0
LK-5136180	1	512.0
LK-5136180	2	613.0
LK-6175105	0	1069.0
LK-6175105	1	497.0
LK-6175105	2	572.0
