region_id	field_num	field_value
LK-8136150	0	456
LK-8136150	1	25
LK-8136150	2	18
LK-8136150	3	14
LK-8136150	4	10
LK-8136150	5	17
LK-8136150	6	7
LK-8136150	7	8
LK-8136150	8	73
LK-8136150	9	13
LK-8136150	10	20
LK-8136150	11	32
LK-8136150	12	219
LK-5321035	0	293
LK-5321035	1	17
LK-5321035	2	11
LK-5321035	3	15
LK-5321035	4	11
LK-5321035	5	9
LK-5321035	6	5
LK-5321035	7	4
LK-5321035	8	76
LK-5321035	9	41
LK-5321035	10	44
LK-5321035	11	46
LK-5321035	12	14
LK-5321030	0	338
LK-5321030	1	12
LK-5321030	2	11
LK-5321030	3	8
LK-5321030	4	14
LK-5321030	5	8
LK-5321030	6	9
LK-5321030	7	13
LK-5321030	8	49
LK-5321030	9	50
LK-5321030	10	70
LK-5321030	11	72
LK-5321030	12	22
LK-1136335	0	328
LK-1136335	1	10
LK-1136335	2	13
LK-1136335	3	10
LK-1136335	4	9
LK-1136335	5	13
LK-1136335	6	18
LK-1136335	7	28
LK-1136335	8	38
LK-1136335	9	45
LK-1136335	10	40
LK-1136335	11	72
LK-1136335	12	32
LK-8136155	0	296
LK-8136155	1	3
LK-8136155	2	9
LK-8136155	3	0
LK-8136155	4	5
LK-8136155	5	1
LK-8136155	6	0
LK-8136155	7	9
LK-8136155	8	33
LK-8136155	9	6
LK-8136155	10	6
LK-8136155	11	45
LK-8136155	12	179
LK-1136330	0	426
LK-1136330	1	8
LK-1136330	2	23
LK-1136330	3	11
LK-1136330	4	22
LK-1136330	5	18
LK-1136330	6	26
LK-1136330	7	27
LK-1136330	8	74
LK-1136330	9	59
LK-1136330	10	41
LK-1136330	11	54
LK-1136330	12	63
LK-2309010	0	69
LK-2309010	1	2
LK-2309010	2	3
LK-2309010	3	4
LK-2309010	4	2
LK-2309010	5	2
LK-2309010	6	5
LK-2309010	7	2
LK-2309010	8	14
LK-2309010	9	7
LK-2309010	10	3
LK-2309010	11	8
LK-2309010	12	17
LK-2136295	0	259
LK-2136295	1	11
LK-2136295	2	13
LK-2136295	3	9
LK-2136295	4	12
LK-2136295	5	10
LK-2136295	6	11
LK-2136295	7	6
LK-2136295	8	41
LK-2136295	9	23
LK-2136295	10	15
LK-2136295	11	24
LK-2136295	12	84
LK-2309015	0	102
LK-2309015	1	8
