country_id	province_id	district_id	dsd_id	gnd_id	ed_id	pd_id	lg_name	source_type	lg_id	moh_id	population
LK	LK-1	LK-11	LK-1103	LK-1103005	EC-01	EC-01A	Colombo MC	original	LG-11001		7829.0
LK	LK-1	LK-11	LK-1103	LK-1103010	EC-01	EC-01A	Colombo MC	original	LG-11001		28003.0
LK	LK-1	LK-11	LK-1103	LK-1103015	EC-01	EC-01A	Colombo MC	original	LG-11001		17757.0
LK	LK-1	LK-11	LK-1103	LK-1103020	EC-01	EC-01A	Colombo MC	original	LG-11001		12970.0
LK	LK-1	LK-11	LK-1103	LK-1103025	EC-01	EC-01A	Colombo MC	original	LG-11001		8809.0
LK	LK-1	LK-11	LK-1103	LK-1103030	EC-01	EC-01A	Colombo MC	original	LG-11001		13625.0
LK	LK-1	LK-11	LK-1103	LK-1103035	EC-01	EC-01A	Colombo MC	original	LG-11001		12423.0
LK	LK-1	LK-11	LK-1103	LK-1103040	EC-01	EC-01A	Colombo MC	original	LG-11001		13802.0
LK	LK-1	LK-11	LK-1103	LK-1103045	EC-01	EC-01A	Colombo MC	original	LG-11001		6385.0
LK	LK-1	LK-11	LK-1103	LK-1103050	EC-01	EC-01A	Colombo MC	original	LG-11001		9409.0
LK	LK-1	LK-11	LK-1103	LK-1103055	EC-01	EC-01B	Colombo MC	original	LG-11001		9339.0
LK	LK-1	LK-11	LK-1103	LK-1103060	EC-01	EC-01B	Colombo MC	original	LG-11001		8110.0
LK	LK-1	LK-11	LK-1103	LK-1103065	EC-01	EC-01B	Colombo MC	original	LG-11001		8516.0
LK	LK-1	LK-11	LK-1103	LK-1103070	EC-01	EC-01B	Colombo MC	original	LG-11001		13436.0
LK	LK-1	LK-11	LK-1103	LK-1103075	EC-01	EC-01B	Colombo MC	original	LG-11001		17588.0
LK	LK-1	LK-11	LK-1103	LK-1103080	EC-01	EC-01B	Colombo MC	original	LG-11001		8904.0
LK	LK-1	LK-11	LK-1103	LK-1103085	EC-01	EC-01B	Colombo MC	original	LG-11001		6821.0
LK	LK-1	LK-11	LK-1103	LK-1103090	EC-01	EC-01B	Colombo MC	original	LG-11001		11524.0
LK	LK-1	LK-11	LK-1103	LK-1103095	EC-01	EC-01B	Colombo MC	original	LG-11001		13683.0
LK	LK-1	LK-11	LK-1103	LK-1103100	EC-01	EC-01B	Colombo MC	original	LG-11001		10053.0
LK	LK-1	LK-11	LK-1103	LK-1103105	EC-01	EC-01B	Colombo MC	original	LG-11001		7517.0
LK	LK-1	LK-11	LK-1103	LK-1103110	EC-01	EC-01B	Colombo MC	original	LG-11001		7746.0
LK	LK-1	LK-11	LK-1103	LK-1103115	EC-01	EC-01B	Colombo MC	original	LG-11001		1924.0
LK	LK-1	LK-11	LK-1103	LK-1103120	EC-01	EC-01B	Colombo MC	original	LG-11001		1473.0
LK	LK-1	LK-11	LK-1103	LK-1103125	EC-01	EC-01B	Colombo MC	original	LG-11001		3789.0
LK	LK-1	LK-11	LK-1103	LK-1103130	EC-01	EC-01B	Colombo MC	original	LG-11001		3795.0
LK	LK-1	LK-11	LK-1103	LK-1103135	EC-01	EC-01B	Colombo MC	original	LG-11001		6883.0
LK	LK-1	LK-11	LK-1103	LK-1103140	EC-01	EC-01B	Colombo MC	original	LG-11001		3915.0
LK	LK-1	LK-11	LK-1103	LK-1103145	EC-01	EC-01B	Colombo MC	original	LG-11001		7221.0
LK	LK-1	LK-11	LK-1103	LK-1103150	EC-01	EC-01B	Colombo MC	original	LG-11001		8467.0
LK	LK-1	LK-11	LK-1103	LK-1103155	EC-01	EC-01B	Colombo MC	original	LG-11001		8968.0
LK	LK-1	LK-11	LK-1103	LK-1103160	EC-01	EC-01B	Colombo MC	original	LG-11001		8526.0
LK	LK-1	LK-11	LK-1103	LK-1103165	EC-01	EC-01B	Colombo MC	original	LG-11001		4591.0
LK	LK-1	LK-11	LK-1103	LK-1103170	EC-01	EC-01B	Colombo MC	original	LG-11001		2583.0
LK	LK-1	LK-11	LK-1103	LK-1103175	EC-01	EC-01B	Colombo MC	original	LG-11001		6839.0
LK	LK-1	LK-11	LK-1106	LK-1106005	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	7606.0
LK	LK-1	LK-11	LK-1106	LK-1106010	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	6934.0
LK	LK-1	LK-11	LK-1106	LK-1106015	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2308.0
LK	LK-1	LK-11	LK-1106	LK-1106020	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	5083.0
LK	LK-1	LK-11	LK-1106	LK-1106025	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	2119.0
LK	LK-1	LK-11	LK-1106	LK-1106030	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11014	5900.0
LK	LK-1	LK-11	LK-1106	LK-1106035	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	8432.0
LK	LK-1	LK-11	LK-1106	LK-1106040	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	4671.0
LK	LK-1	LK-11	LK-1106	LK-1106045	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	5761.0
LK	LK-1	LK-11	LK-1106	LK-1106050	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	7611.0
LK	LK-1	LK-11	LK-1106	LK-1106055	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3703.0
LK	LK-1	LK-11	LK-1106	LK-1106060	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	4649.0
LK	LK-1	LK-11	LK-1106	LK-1106065	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	4040.0
LK	LK-1	LK-11	LK-1106	LK-1106070	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2767.0
LK	LK-1	LK-11	LK-1106	LK-1106075	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	4439.0
LK	LK-1	LK-11	LK-1106	LK-1106080	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3283.0
LK	LK-1	LK-11	LK-1106	LK-1106085	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3535.0
LK	LK-1	LK-11	LK-1106	LK-1106090	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3349.0
LK	LK-1	LK-11	LK-1106	LK-1106095	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	4103.0
LK	LK-1	LK-11	LK-1106	LK-1106100	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	2244.0
LK	LK-1	LK-11	LK-1106	LK-1106105	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	3603.0
LK	LK-1	LK-11	LK-1106	LK-1106110	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	2342.0
LK	LK-1	LK-11	LK-1106	LK-1106115	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	5867.0
LK	LK-1	LK-11	LK-1106	LK-1106120	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	4078.0
LK	LK-1	LK-11	LK-1106	LK-1106125	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	10149.0
LK	LK-1	LK-11	LK-1106	LK-1106130	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3221.0
LK	LK-1	LK-11	LK-1106	LK-1106135	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	4715.0
LK	LK-1	LK-11	LK-1106	LK-1106140	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2946.0
LK	LK-1	LK-11	LK-1106	LK-1106145	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	4935.0
LK	LK-1	LK-11	LK-1106	LK-1106150	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	5096.0
LK	LK-1	LK-11	LK-1106	LK-1106155	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2643.0
LK	LK-1	LK-11	LK-1106	LK-1106160	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2083.0
LK	LK-1	LK-11	LK-1106	LK-1106165	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	6442.0
LK	LK-1	LK-11	LK-1106	LK-1106170	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2408.0
LK	LK-1	LK-11	LK-1106	LK-1106175	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3879.0
LK	LK-1	LK-11	LK-1106	LK-1106180	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3344.0
LK	LK-1	LK-11	LK-1106	LK-1106185	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	4044.0
LK	LK-1	LK-11	LK-1106	LK-1106190	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	1944.0
LK	LK-1	LK-11	LK-1106	LK-1106195	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2567.0
LK	LK-1	LK-11	LK-1106	LK-1106200	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2580.0
LK	LK-1	LK-11	LK-1106	LK-1106205	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	5213.0
LK	LK-1	LK-11	LK-1106	LK-1106210	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	3173.0
LK	LK-1	LK-11	LK-1106	LK-1106215	EC-01	EC-01H	Kolonnawa UC	original	LG-11002	MOH-11009	2533.0
LK	LK-1	LK-11	LK-1106	LK-1106220	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3761.0
LK	LK-1	LK-11	LK-1106	LK-1106225	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	2181.0
LK	LK-1	LK-11	LK-1106	LK-1106230	EC-01	EC-01H	Kotikawatta PS	original	LG-11003	MOH-11009	3403.0
LK	LK-1	LK-11	LK-1109	LK-1109005	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4997.0
LK	LK-1	LK-11	LK-1109	LK-1109010	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4030.0
LK	LK-1	LK-11	LK-1109	LK-1109015	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4165.0
LK	LK-1	LK-11	LK-1109	LK-1109020	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4342.0
LK	LK-1	LK-11	LK-1109	LK-1109025	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4224.0
LK	LK-1	LK-11	LK-1109	LK-1109030	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4261.0
LK	LK-1	LK-11	LK-1109	LK-1109035	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	3863.0
LK	LK-1	LK-11	LK-1109	LK-1109040	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5530.0
LK	LK-1	LK-11	LK-1109	LK-1109045	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4878.0
LK	LK-1	LK-11	LK-1109	LK-1109050	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	2099.0
LK	LK-1	LK-11	LK-1109	LK-1109055	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	6091.0
LK	LK-1	LK-11	LK-1109	LK-1109060	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5495.0
LK	LK-1	LK-11	LK-1109	LK-1109065	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11003	3131.0
LK	LK-1	LK-11	LK-1109	LK-1109070	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	7680.0
LK	LK-1	LK-11	LK-1109	LK-1109075	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4405.0
LK	LK-1	LK-11	LK-1109	LK-1109080	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	9178.0
LK	LK-1	LK-11	LK-1109	LK-1109085	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	2871.0
LK	LK-1	LK-11	LK-1109	LK-1109090	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	1913.0
LK	LK-1	LK-11	LK-1109	LK-1109095	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4842.0
LK	LK-1	LK-11	LK-1109	LK-1109100	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	2105.0
LK	LK-1	LK-11	LK-1109	LK-1109105	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	1876.0
LK	LK-1	LK-11	LK-1109	LK-1109110	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	2623.0
LK	LK-1	LK-11	LK-1109	LK-1109115	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	6922.0
LK	LK-1	LK-11	LK-1109	LK-1109120	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5133.0
LK	LK-1	LK-11	LK-1109	LK-1109125	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5958.0
LK	LK-1	LK-11	LK-1109	LK-1109130	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5141.0
LK	LK-1	LK-11	LK-1109	LK-1109135	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	3777.0
LK	LK-1	LK-11	LK-1109	LK-1109140	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	2793.0
LK	LK-1	LK-11	LK-1109	LK-1109145	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	6734.0
LK	LK-1	LK-11	LK-1109	LK-1109150	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11003	9250.0
LK	LK-1	LK-11	LK-1109	LK-1109155	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	8518.0
LK	LK-1	LK-11	LK-1109	LK-1109160	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	4287.0
LK	LK-1	LK-11	LK-1109	LK-1109165	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	3087.0
LK	LK-1	LK-11	LK-1109	LK-1109170	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	2568.0
LK	LK-1	LK-11	LK-1109	LK-1109175	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	2465.0
LK	LK-1	LK-11	LK-1109	LK-1109180	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	2001.0
LK	LK-1	LK-11	LK-1109	LK-1109185	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	7582.0
LK	LK-1	LK-11	LK-1109	LK-1109190	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	7422.0
LK	LK-1	LK-11	LK-1109	LK-1109195	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	6238.0
LK	LK-1	LK-11	LK-1109	LK-1109200	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4501.0
LK	LK-1	LK-11	LK-1109	LK-1109205	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5799.0
LK	LK-1	LK-11	LK-1109	LK-1109210	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	3027.0
LK	LK-1	LK-11	LK-1109	LK-1109215	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	3149.0
LK	LK-1	LK-11	LK-1109	LK-1109220	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5113.0
LK	LK-1	LK-11	LK-1109	LK-1109225	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5512.0
LK	LK-1	LK-11	LK-1109	LK-1109230	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	2607.0
LK	LK-1	LK-11	LK-1109	LK-1109235	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	5076.0
LK	LK-1	LK-11	LK-1109	LK-1109240	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11003	2208.0
LK	LK-1	LK-11	LK-1109	LK-1109245	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	2354.0
LK	LK-1	LK-11	LK-1109	LK-1109250	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	3057.0
LK	LK-1	LK-11	LK-1109	LK-1109255	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	1580.0
LK	LK-1	LK-11	LK-1109	LK-1109260	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	2014.0
LK	LK-1	LK-11	LK-1109	LK-1109265	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	4442.0
LK	LK-1	LK-11	LK-1109	LK-1109270	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11001	3136.0
LK	LK-1	LK-11	LK-1109	LK-1109275	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	4725.0
LK	LK-1	LK-11	LK-1109	LK-1109280	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	5548.0
LK	LK-1	LK-11	LK-1109	LK-1109285	EC-01	EC-01J	Kaduwela MC	original	LG-11004	MOH-11007	3718.0
LK	LK-1	LK-11	LK-1112	LK-1112005	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	7292.0
LK	LK-1	LK-11	LK-1112	LK-1112010	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1484.0
LK	LK-1	LK-11	LK-1112	LK-1112015	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1501.0
LK	LK-1	LK-11	LK-1112	LK-1112020	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1921.0
LK	LK-1	LK-11	LK-1112	LK-1112025	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1771.0
LK	LK-1	LK-11	LK-1112	LK-1112030	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1654.0
LK	LK-1	LK-11	LK-1112	LK-1112035	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3005.0
LK	LK-1	LK-11	LK-1112	LK-1112040	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3022.0
LK	LK-1	LK-11	LK-1112	LK-1112045	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2723.0
LK	LK-1	LK-11	LK-1112	LK-1112050	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1256.0
LK	LK-1	LK-11	LK-1112	LK-1112055	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3142.0
LK	LK-1	LK-11	LK-1112	LK-1112060	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2406.0
LK	LK-1	LK-11	LK-1112	LK-1112065	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1755.0
LK	LK-1	LK-11	LK-1112	LK-1112070	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	6703.0
LK	LK-1	LK-11	LK-1112	LK-1112075	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3060.0
LK	LK-1	LK-11	LK-1112	LK-1112080	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	4725.0
LK	LK-1	LK-11	LK-1112	LK-1112085	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	4165.0
LK	LK-1	LK-11	LK-1112	LK-1112090	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2105.0
LK	LK-1	LK-11	LK-1112	LK-1112095	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1403.0
LK	LK-1	LK-11	LK-1112	LK-1112100	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3070.0
LK	LK-1	LK-11	LK-1112	LK-1112105	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1400.0
LK	LK-1	LK-11	LK-1112	LK-1112110	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3064.0
LK	LK-1	LK-11	LK-1112	LK-1112115	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	1800.0
LK	LK-1	LK-11	LK-1112	LK-1112120	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3240.0
LK	LK-1	LK-11	LK-1112	LK-1112125	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3128.0
LK	LK-1	LK-11	LK-1112	LK-1112130	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3525.0
LK	LK-1	LK-11	LK-1112	LK-1112135	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2873.0
LK	LK-1	LK-11	LK-1112	LK-1112140	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2207.0
LK	LK-1	LK-11	LK-1112	LK-1112145	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3062.0
LK	LK-1	LK-11	LK-1112	LK-1112150	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3154.0
LK	LK-1	LK-11	LK-1112	LK-1112155	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3867.0
LK	LK-1	LK-11	LK-1112	LK-1112160	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2035.0
LK	LK-1	LK-11	LK-1112	LK-1112165	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	6457.0
LK	LK-1	LK-11	LK-1112	LK-1112170	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	4701.0
LK	LK-1	LK-11	LK-1112	LK-1112175	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2771.0
LK	LK-1	LK-11	LK-1112	LK-1112180	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3332.0
LK	LK-1	LK-11	LK-1112	LK-1112185	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2472.0
LK	LK-1	LK-11	LK-1112	LK-1112190	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	4223.0
LK	LK-1	LK-11	LK-1112	LK-1112195	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3360.0
LK	LK-1	LK-11	LK-1112	LK-1112200	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3845.0
LK	LK-1	LK-11	LK-1112	LK-1112205	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	4467.0
LK	LK-1	LK-11	LK-1112	LK-1112210	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2983.0
LK	LK-1	LK-11	LK-1112	LK-1112215	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	1581.0
LK	LK-1	LK-11	LK-1112	LK-1112220	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2429.0
LK	LK-1	LK-11	LK-1112	LK-1112225	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2452.0
LK	LK-1	LK-11	LK-1112	LK-1112230	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	4931.0
LK	LK-1	LK-11	LK-1112	LK-1112235	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	1894.0
LK	LK-1	LK-11	LK-1112	LK-1112240	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	3594.0
LK	LK-1	LK-11	LK-1112	LK-1112245	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	4655.0
LK	LK-1	LK-11	LK-1112	LK-1112250	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	3278.0
LK	LK-1	LK-11	LK-1112	LK-1112255	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2502.0
LK	LK-1	LK-11	LK-1112	LK-1112260	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	4039.0
LK	LK-1	LK-11	LK-1112	LK-1112265	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3192.0
LK	LK-1	LK-11	LK-1112	LK-1112270	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2679.0
LK	LK-1	LK-11	LK-1112	LK-1112275	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3762.0
LK	LK-1	LK-11	LK-1112	LK-1112280	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2127.0
LK	LK-1	LK-11	LK-1112	LK-1112285	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	2888.0
LK	LK-1	LK-11	LK-1112	LK-1112290	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11006	3981.0
LK	LK-1	LK-11	LK-1112	LK-1112295	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	1529.0
LK	LK-1	LK-11	LK-1112	LK-1112300	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	1942.0
LK	LK-1	LK-11	LK-1112	LK-1112305	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	3189.0
LK	LK-1	LK-11	LK-1112	LK-1112310	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2968.0
LK	LK-1	LK-11	LK-1112	LK-1112315	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	4087.0
LK	LK-1	LK-11	LK-1112	LK-1112320	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	3087.0
LK	LK-1	LK-11	LK-1112	LK-1112325	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2129.0
LK	LK-1	LK-11	LK-1112	LK-1112330	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	1843.0
LK	LK-1	LK-11	LK-1112	LK-1112335	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	1695.0
LK	LK-1	LK-11	LK-1112	LK-1112340	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	3225.0
LK	LK-1	LK-11	LK-1112	LK-1112345	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2850.0
LK	LK-1	LK-11	LK-1112	LK-1112350	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2091.0
LK	LK-1	LK-11	LK-1112	LK-1112355	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2497.0
LK	LK-1	LK-11	LK-1112	LK-1112360	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	3189.0
LK	LK-1	LK-11	LK-1112	LK-1112365	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2681.0
LK	LK-1	LK-11	LK-1112	LK-1112370	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2131.0
LK	LK-1	LK-11	LK-1112	LK-1112375	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	3073.0
LK	LK-1	LK-11	LK-1112	LK-1112380	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	1315.0
LK	LK-1	LK-11	LK-1112	LK-1112385	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	1977.0
LK	LK-1	LK-11	LK-1112	LK-1112390	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	2044.0
LK	LK-1	LK-11	LK-1112	LK-1112395	EC-01	EC-01L	Homagama PS	original	LG-11005	MOH-11008	954.0
