region_id	field_num	field_value
LK-8136150	0	456.0
LK-8136150	1	454.0
LK-8136150	2	2.0
LK-8136150	3	0.0
LK-8136150	4	0.0
LK-8136150	5	0.0
LK-5321035	0	293.0
LK-5321035	1	293.0
LK-5321035	2	0.0
LK-5321035	3	0.0
LK-5321035	4	0.0
LK-5321035	5	0.0
LK-5321030	0	338.0
LK-5321030	1	338.0
LK-5321030	2	0.0
LK-5321030	3	0.0
LK-5321030	4	0.0
LK-5321030	5	0.0
LK-1136335	0	328.0
LK-1136335	1	327.0
LK-1136335	2	1.0
LK-1136335	3	0.0
LK-1136335	4	0.0
LK-1136335	5	0.0
LK-8136155	0	296.0
LK-8136155	1	287.0
LK-8136155	2	9.0
LK-8136155	3	0.0
LK-8136155	4	0.0
LK-8136155	5	0.0
LK-1136330	0	426.0
LK-1136330	1	425.0
LK-1136330	2	0.0
LK-1136330	3	1.0
LK-1136330	4	0.0
LK-1136330	5	0.0
LK-2309010	0	69.0
LK-2309010	1	69.0
LK-2309010	2	0.0
LK-2309010	3	0.0
LK-2309010	4	0.0
LK-2309010	5	0.0
LK-2136295	0	259.0
LK-2136295	1	256.0
LK-2136295	2	3.0
LK-2136295	3	0.0
LK-2136295	4	0.0
LK-2136295	5	0.0
LK-2309015	0	102.0
LK-2309015	1	100.0
LK-2309015	2	2.0
LK-2309015	3	0.0
LK-2309015	4	0.0
LK-2309015	5	0.0
LK-2136290	0	337.0
LK-2136290	1	330.0
LK-2136290	2	7.0
LK-2136290	3	0.0
LK-2136290	4	0.0
LK-2136290	5	0.0
LK-6160035	0	137.0
LK-6160035	1	136.0
LK-6160035	2	1.0
LK-6160035	3	0.0
LK-6160035	4	0.0
LK-6160035	5	0.0
LK-6130240	0	167.0
LK-6130240	1	167.0
LK-6130240	2	0.0
LK-6130240	3	0.0
LK-6130240	4	0.0
LK-6130240	5	0.0
LK-6160030	0	311.0
LK-6160030	1	305.0
LK-6160030	2	6.0
LK-6160030	3	0.0
LK-6160030	4	0.0
LK-6160030	5	0.0
LK-6130245	0	184.0
LK-6130245	1	183.0
LK-6130245	2	1.0
LK-6130245	3	0.0
LK-6130245	4	0.0
LK-6130245	5	0.0
LK-3227005	0	248.0
LK-3227005	1	248.0
LK-3227005	2	0.0
LK-3227005	3	0.0
LK-3227005	4	0.0
LK-3227005	5	0.0
LK-5115020	0	766.0
LK-5115020	1	765.0
LK-5115020	2	1.0
LK-5115020	3	0.0
LK-5115020	4	0.0
LK-5115020	5	0.0
LK-3139210	0	526.0
LK-3139210	1	515.0
LK-3139210	2	9.0
LK-3139210	3	2.0
LK-3139210	4	0.0
LK-3139210	5	0.0
LK-5133200	0	273.0
LK-5133200	1	272.0
LK-5133200	2	1.0
LK-5133200	3	0.0
LK-5133200	4	0.0
LK-5133200	5	0.0
LK-9148130	0	728.0
LK-9148130	1	727.0
LK-9148130	2	1.0
LK-9148130	3	0.0
LK-9148130	4	0.0
LK-9148130	5	0.0
LK-3139215	0	92.0
LK-3139215	1	92.0
LK-3139215	2	0.0
LK-3139215	3	0.0
LK-3139215	4	0.0
LK-3139215	5	0.0
LK-1209185	0	230.0
LK-1209185	1	230.0
LK-1209185	2	0.0
LK-1209185	3	0.0
