id	lg_id	name	province_id	district_id	centroid
LG-71019	LG-71019	Palagala PS	LK-7	LK-71	[7.906170965336567, 80.53780135710596]
LG-72001	LG-72001	Hingurakgoda PS	LK-7	LK-72	[8.105430268446757, 80.87183256478177]
LG-72002	LG-72002	Medirigiriya PS	LK-7	LK-72	[8.184528198880939, 81.04036146268672]
LG-72003	LG-72003	Lankapura PS	LK-7	LK-72	[8.056454858918167, 81.09527663478156]
LG-72004	LG-72004	Welikanda PS	LK-7	LK-72	[8.04127713105193, 81.23452711113278]
LG-72005	LG-72005	Dimbulagala PS	LK-7	LK-72	[7.788259300802776, 81.12394457801943]
LG-72006	LG-72006	Polonnaruwa PS	LK-7	LK-72	[7.868228194508265, 80.98612410812954]
LG-72007	LG-72007	Polonnaruwa MC	LK-7	LK-72	[7.922129243238751, 81.00509952431685]
LG-72008	LG-72008	Elahera PS	LK-7	LK-72	[7.809039354053883, 80.84181551965584]
LG-81001	LG-81001	Mahiyanganaya PS	LK-8	LK-81	[7.438557953568895, 81.0831962687028]
LG-81002	LG-81002	Rideemaliyadda PS	LK-8	LK-81	[7.273957517053056, 81.1287150558171]
LG-81003	LG-81003	Meegahakivula PS	LK-8	LK-81	[7.125470637713869, 81.0832273507071]
LG-81004	LG-81004	Kandaketiya PS	LK-8	LK-81	[7.1307393665877585, 80.9940744614972]
LG-81005	LG-81005	Soranathota PS	LK-8	LK-81	[7.0456303695515, 81.04952072576522]
LG-81006	LG-81006	Passara PS	LK-8	LK-81	[6.965022544711373, 81.14793721285845]
LG-81007	LG-81007	Lunugala PS	LK-8	LK-81	[7.038373414756806, 81.18813494972892]
LG-81008	LG-81008	Badulla MC	LK-8	LK-81	[6.989464011773562, 81.05762568386697]
LG-81009	LG-81009	Badulla PS	LK-8	LK-81	[6.986410078008185, 81.09703626805884]
LG-81010	LG-81010	Hali-Ela PS	LK-8	LK-81	[6.945389020399702, 81.0204823866591]
LG-81011	LG-81011	Uva Paranagama PS	LK-8	LK-81	[6.9674005462392685, 80.91732620282653]
LG-81012	LG-81012	Welimada PS	LK-8	LK-81	[6.8599597277689055, 80.88094943891551]
LG-81013	LG-81013	Bandarawela PS	LK-8	LK-81	[6.8253526529323345, 81.01791894769576]
LG-81014	LG-81014	Bandarawela MC	LK-8	LK-81	[6.839607287321882, 80.9850938015479]
LG-81015	LG-81015	Ella PS	LK-8	LK-81	[6.868210306786947, 81.0675810249771]
LG-81016	LG-81016	Haputale PS	LK-8	LK-81	[6.794406586613122, 80.96357768324332]
LG-81017	LG-81017	Haputale UC	LK-8	LK-81	[6.7814271073840695, 80.95921098043578]
LG-81018	LG-81018	Haldummulla PS	LK-8	LK-81	[6.70094697599555, 80.96446860105893]
LG-82001	LG-82001	Bibile PS	LK-8	LK-82	[7.1893109623266565, 81.29703725642271]
LG-82002	LG-82002	Madulla PS	LK-8	LK-82	[7.1593719262176725, 81.42989564813799]
LG-82003	LG-82003	Medagama PS	LK-8	LK-82	[7.0526197418800205, 81.29258969047403]
LG-82004	LG-82004	Siyambalanduwa PS	LK-8	LK-82	[6.850996823017473, 81.52667370538673]
LG-82005	LG-82005	Moneragala PS	LK-8	LK-82	[6.831522457666734, 81.35555544947775]
LG-82006	LG-82006	Badalkumbura PS	LK-8	LK-82	[6.869996550846019, 81.21691805319317]
LG-82007	LG-82007	Wellawaya PS	LK-8	LK-82	[6.612795340546757, 81.12341073918101]
LG-82008	LG-82008	Buttala PS	LK-8	LK-82	[6.6551751608906375, 81.2947323776331]
LG-82009	LG-82009	Katharagama PS	LK-8	LK-82	[6.497923538819629, 81.41112538437488]
LG-82010	LG-82010	Thanamalvila PS	LK-8	LK-82	[6.467935803843541, 80.9957102073882]
LG-91001	LG-91001	Eheliyagoda PS	LK-9	LK-91	[6.837496006855171, 80.2275377921677]
LG-91002	LG-91002	Kuruvita PS	LK-9	LK-91	[6.785579022824847, 80.3306700226021]
LG-91003	LG-91003	Ratnapura PS	LK-9	LK-91	[6.736245558539486, 80.49174085356518]
LG-91004	LG-91004	Ratnapura MC	LK-9	LK-91	[6.6883640065786345, 80.4122278451994]
LG-91005	LG-91005	Imbulpe PS	LK-9	LK-91	[6.7152050433219515, 80.73802402567458]
LG-91006	LG-91006	Balangoda UC	LK-9	LK-91	[6.647492514785103, 80.70464675733687]
LG-91007	LG-91007	Balangoda PS	LK-9	LK-91	[6.628156486073477, 80.77299621554744]
LG-91008	LG-91008	Weligepola PS	LK-9	LK-91	[6.560907013197372, 80.7123073283483]
LG-91009	LG-91009	Pelmadulla PS	LK-9	LK-91	[6.635655550059733, 80.51008591322882]
LG-91010	LG-91010	Nivithigala PS	LK-9	LK-91	[6.603070187378122, 80.42060629819152]
LG-91011	LG-91011	Ayagama PS	LK-9	LK-91	[6.654668986981836, 80.28838644661701]
LG-91012	LG-91012	Kalawana PS	LK-9	LK-91	[6.464410974242059, 80.45226581835111]
LG-91013	LG-91013	Kahawatta PS	LK-9	LK-91	[6.528196192575513, 80.54565127223923]
LG-91014	LG-91014	Godakawela PS	LK-9	LK-91	[6.499133274708964, 80.64163133566609]
LG-91015	LG-91015	Embilipitiya PS	LK-9	LK-91	[6.358671108203841, 80.80726990530191]
LG-91016	LG-91016	Embilipitiya UC	LK-9	LK-91	[6.327832819232686, 80.86300490254578]
LG-91017	LG-91017	Kolonna PS	LK-9	LK-91	[6.3908231361068895, 80.68162607582293]
LG-92001	LG-92001	Rambukkana PS	LK-9	LK-92	[7.323137513662982, 80.38631510487157]
LG-92002	LG-92002	Mawanella PS	LK-9	LK-92	[7.230010583357911, 80.47371213457335]
LG-92003	LG-92003	Aranayaka PS	LK-9	LK-92	[7.165241871681543, 80.44404686161477]
LG-92004	LG-92004	Kegalle PS	LK-9	LK-92	[7.204077051435421, 80.3711126823713]
LG-92005	LG-92005	Kegalle UC	LK-9	LK-92	[7.252415130080104, 80.34958751645422]
LG-92006	LG-92006	Galigamuwa PS	LK-9	LK-92	[7.216216271413469, 80.30577685618472]
LG-92007	LG-92007	Warakapola PS	LK-9	LK-92	[7.203836260825074, 80.23218478513583]
LG-92008	LG-92008	Ruwanwella PS	LK-9	LK-92	[7.063651710605723, 80.21876706170565]
LG-92009	LG-92009	Bulathkohupitiya PS	LK-9	LK-92	[7.097348134020371, 80.35828595257861]
LG-92010	LG-92010	Yatiyanthota PS	LK-9	LK-92	[7.028375953814025, 80.36952407246496]
LG-92011	LG-92011	Dehiovita PS	LK-9	LK-92	[6.939019774622646, 80.28090307426763]
LG-92012	LG-92012	Deraniyagala PS	LK-9	LK-92	[6.906897251718921, 80.40284603505253]
